"indicator","pop_size","pop_label","method","method_type","estimate","se","ci_lower","ci_upper","uncertainty_method","convergence_info","error_msg","indicator_clean","method_clean","uncertainty_clean","estimate_pct","ci_lower_pct","ci_upper_pct","se_pct","estimate_with_ci"
"document_withholding_rds",50000,"50K","RDS_SS","frequentist",0.342444965586162,0.0763102421515757,0.196588482736531,0.493747281127127,"simple_bootstrap","No info",NA,"Document withholding","RDS-SS","Bootstrap",34.2444965586162,19.6588482736531,49.3747281127127,7.63102421515757,"34.2% (19.7–49.4)"
"document_withholding_rds",1e+05,"100K","RDS_SS","frequentist",0.342444965586162,0.0749203297770866,0.199085465984807,0.489983771362854,"simple_bootstrap","No info",NA,"Document withholding","RDS-SS","Bootstrap",34.2444965586162,19.9085465984807,48.9983771362854,7.49203297770866,"34.2% (19.9–49.0)"
"document_withholding_rds",980000,"980K","RDS_SS","frequentist",0.342444965586162,0.0759185233475212,0.195581338560038,0.491075555699537,"simple_bootstrap","No info",NA,"Document withholding","RDS-SS","Bootstrap",34.2444965586162,19.5581338560038,49.1075555699537,7.59185233475212,"34.2% (19.6–49.1)"
"document_withholding_rds",1740000,"1.74M","RDS_SS","frequentist",0.342444965586162,0.0757642199556059,0.195875363759538,0.493107240753271,"simple_bootstrap","No info",NA,"Document withholding","RDS-SS","Bootstrap",34.2444965586162,19.5875363759538,49.3107240753271,7.57642199556059,"34.2% (19.6–49.3)"
"pay_issues_rds",50000,"50K","RDS_SS","frequentist",0.496527013804293,0.0772181588417801,0.34763702964202,0.645656990511385,"simple_bootstrap","No info",NA,"Pay-related issues","RDS-SS","Bootstrap",49.6527013804293,34.763702964202,64.5656990511385,7.72181588417801,"49.7% (34.8–64.6)"
"pay_issues_rds",1e+05,"100K","RDS_SS","frequentist",0.496527013804293,0.0790825352404641,0.344895706404282,0.652910029184239,"simple_bootstrap","No info",NA,"Pay-related issues","RDS-SS","Bootstrap",49.6527013804293,34.4895706404282,65.2910029184239,7.90825352404641,"49.7% (34.5–65.3)"
"pay_issues_rds",980000,"980K","RDS_SS","frequentist",0.496527013804293,0.0791601015342991,0.343940621601744,0.652380251675499,"simple_bootstrap","No info",NA,"Pay-related issues","RDS-SS","Bootstrap",49.6527013804293,34.3940621601744,65.2380251675499,7.91601015342991,"49.7% (34.4–65.2)"
"pay_issues_rds",1740000,"1.74M","RDS_SS","frequentist",0.496527013804293,0.077627313158316,0.340824217903833,0.651189301670038,"simple_bootstrap","No info",NA,"Pay-related issues","RDS-SS","Bootstrap",49.6527013804293,34.0824217903833,65.1189301670038,7.7627313158316,"49.7% (34.1–65.1)"
"threats_abuse_rds",50000,"50K","RDS_SS","frequentist",0.5722487861393,0.0783379511414791,0.422846161000568,0.727199479852416,"simple_bootstrap","No info",NA,"Threats and abuse","RDS-SS","Bootstrap",57.22487861393,42.2846161000568,72.7199479852416,7.83379511414791,"57.2% (42.3–72.7)"
"threats_abuse_rds",1e+05,"100K","RDS_SS","frequentist",0.5722487861393,0.0804291275855649,0.412410676852121,0.730503699966734,"simple_bootstrap","No info",NA,"Threats and abuse","RDS-SS","Bootstrap",57.22487861393,41.2410676852121,73.0503699966734,8.04291275855649,"57.2% (41.2–73.1)"
"threats_abuse_rds",980000,"980K","RDS_SS","frequentist",0.5722487861393,0.0789354980452414,0.417311930827861,0.727117115016214,"simple_bootstrap","No info",NA,"Threats and abuse","RDS-SS","Bootstrap",57.22487861393,41.7311930827861,72.7117115016214,7.89354980452414,"57.2% (41.7–72.7)"
"threats_abuse_rds",1740000,"1.74M","RDS_SS","frequentist",0.5722487861393,0.0778875094678095,0.418987284818302,0.722479970011029,"simple_bootstrap","No info",NA,"Threats and abuse","RDS-SS","Bootstrap",57.22487861393,41.8987284818302,72.2479970011029,7.78875094678095,"57.2% (41.9–72.2)"
"excessive_hours_rds",50000,"50K","RDS_SS","frequentist",0.837284529663637,0.0549884873257271,0.719364956344637,0.932824805265303,"simple_bootstrap","No info",NA,"Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.9364956344637,93.2824805265303,5.49884873257271,"83.7% (71.9–93.3)"
"excessive_hours_rds",1e+05,"100K","RDS_SS","frequentist",0.837284529663637,0.0554958023511527,0.716630658381506,0.93045378627452,"simple_bootstrap","No info",NA,"Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.6630658381506,93.045378627452,5.54958023511527,"83.7% (71.7–93.0)"
"excessive_hours_rds",980000,"980K","RDS_SS","frequentist",0.837284529663637,0.0555712114325884,0.715646995847735,0.932834224764099,"simple_bootstrap","No info",NA,"Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.5646995847735,93.2834224764099,5.55712114325884,"83.7% (71.6–93.3)"
"excessive_hours_rds",1740000,"1.74M","RDS_SS","frequentist",0.837284529663637,0.0551328394530249,0.720586761973097,0.93402810355207,"simple_bootstrap","No info",NA,"Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,72.0586761973097,93.402810355207,5.51328394530249,"83.7% (72.1–93.4)"
"access_to_help_rds",50000,"50K","RDS_SS","frequentist",0.593632888454803,0.0757451027432032,0.443004834362639,0.736658946335916,"simple_bootstrap","No info",NA,"Limited access to help","RDS-SS","Bootstrap",59.3632888454803,44.3004834362639,73.6658946335916,7.57451027432032,"59.4% (44.3–73.7)"
"access_to_help_rds",1e+05,"100K","RDS_SS","frequentist",0.593632888454803,0.0752338667498001,0.44063416221166,0.735528123079693,"simple_bootstrap","No info",NA,"Limited access to help","RDS-SS","Bootstrap",59.3632888454803,44.063416221166,73.5528123079693,7.52338667498001,"59.4% (44.1–73.6)"
"access_to_help_rds",980000,"980K","RDS_SS","frequentist",0.593632888454803,0.0757882725179525,0.437304938879711,0.737882510515823,"simple_bootstrap","No info",NA,"Limited access to help","RDS-SS","Bootstrap",59.3632888454803,43.7304938879711,73.7882510515823,7.57882725179525,"59.4% (43.7–73.8)"
"access_to_help_rds",1740000,"1.74M","RDS_SS","frequentist",0.593632888454803,0.074631572347344,0.438162002974229,0.732898828810912,"simple_bootstrap","No info",NA,"Limited access to help","RDS-SS","Bootstrap",59.3632888454803,43.8162002974229,73.2898828810912,7.4631572347344,"59.4% (43.8–73.3)"
"composite_risk",50000,"50K","RDS_SS","frequentist",0.369097054893395,0.0332316734149476,0.30770247338873,0.436423313628536,"simple_bootstrap","No info",NA,"Composite risk score","RDS-SS","Bootstrap",36.9097054893395,30.770247338873,43.6423313628536,3.32316734149476,"36.9% (30.8–43.6)"
"composite_risk",1e+05,"100K","RDS_SS","frequentist",0.369097054893395,0.033680059520899,0.305287344798337,0.436130628494678,"simple_bootstrap","No info",NA,"Composite risk score","RDS-SS","Bootstrap",36.9097054893395,30.5287344798337,43.6130628494678,3.3680059520899,"36.9% (30.5–43.6)"
"composite_risk",980000,"980K","RDS_SS","frequentist",0.369097054893395,0.0335843343729953,0.307035959167616,0.440223317742907,"simple_bootstrap","No info",NA,"Composite risk score","RDS-SS","Bootstrap",36.9097054893395,30.7035959167616,44.0223317742907,3.35843343729953,"36.9% (30.7–44.0)"
"composite_risk",1740000,"1.74M","RDS_SS","frequentist",0.369097054893396,0.0338795712279541,0.307228510375004,0.439738778182029,"simple_bootstrap","No info",NA,"Composite risk score","RDS-SS","Bootstrap",36.9097054893396,30.7228510375004,43.9738778182029,3.38795712279541,"36.9% (30.7–44.0)"
"whether_exploitation",50000,"50K","RDS_SS","frequentist",0.972452234141699,0.0217535335172974,0.921864324386609,1,"simple_bootstrap","No info",NA,"Overall exploitation indicator","RDS-SS","Bootstrap",97.2452234141699,92.1864324386609,100,2.17535335172974,"97.2% (92.2–100.0)"
"whether_exploitation",1e+05,"100K","RDS_SS","frequentist",0.972452234141699,0.0216717373245309,0.920337240163997,1,"simple_bootstrap","No info",NA,"Overall exploitation indicator","RDS-SS","Bootstrap",97.2452234141699,92.0337240163997,100,2.16717373245309,"97.2% (92.0–100.0)"
"whether_exploitation",980000,"980K","RDS_SS","frequentist",0.972452234141699,0.0213519120315007,0.921642461643773,1,"simple_bootstrap","No info",NA,"Overall exploitation indicator","RDS-SS","Bootstrap",97.2452234141699,92.1642461643773,100,2.13519120315007,"97.2% (92.2–100.0)"
"whether_exploitation",1740000,"1.74M","RDS_SS","frequentist",0.972452234141699,0.0212486539388841,0.922230629748841,1,"simple_bootstrap","No info",NA,"Overall exploitation indicator","RDS-SS","Bootstrap",97.2452234141699,92.2230629748841,100,2.12486539388841,"97.2% (92.2–100.0)"
